19 | Q4
19 R4 D3 Q17 D16 P3 Q15 Q12 N16 P15 P14 O15 R17 O17 Q16 P17 O14 N15 R18 Q14 Q13 R14 R13 S15 R15 S14 S13 S16 R16 P13 S11 R11 S12 S17 | S18
19 R4 D3 Q17 D16 P3 Q15 Q12 N16 P15 P14 O15 R17 O17 Q16 P17 O14 N15 R18 Q14 Q13 R14 R13 S15 R15 S14 S13 S16 R16 P13 S11 R11 S12 S17 S18 | T18
19 R4 D3 Q17 D16 P3 Q15 Q12 N16 P15 P14 O15 R17 O17 Q16 P17 O14 N15 R18 Q14 Q13 R14 R13 S15 R15 S14 S13 S16 R16 P13 S11 R11 S12 S17 S18 T18 | T14
19 R4 D3 Q17 D16 P3 Q15 Q12 N16 P15 P14 O15 R17 O17 Q16 P17 O14 N15 R18 Q14 Q13 R14 R13 S15 R15 S14 S13 S16 R16 P13 S11 R11 S12 S17 S18 T18 T14 | T13
19 R4 D3 Q17 D16 P3 Q15 Q12 N16 P15 P14 O15 R17 O17 Q16 P17 O14 N15 R18 Q14 Q13 R14 R13 S15 R15 S14 S13 S16 R16 P13 S11 R11 S12 S17 S18 T18 T14 T13 | T12
19 R4 D3 Q17 D16 P3 Q15 Q12 N16 P15 P14 O15 R17 O17 Q16 P17 O14 N15 R18 Q14 Q13 R14 R13 S15 R15 S14 S13 S16 R16 P13 S11 R11 S12 S17 S18 T18 T14 T13 T12 | D4
19 R4 D3 Q17 D16 P3 Q15 Q12 N16 P15 P14 O15 R17 O17 Q16 P17 O14 N15 S16 | J17
19 R4 D3 Q17 D16 P3 Q15 Q12 N16 P15 P14 O15 Q16 | O17
19 R4 D3 Q17 D16 P3 Q15 Q12 N16 P15 P14 O15 Q16 O17 | R17
19 R4 D3 Q17 D16 P3 Q15 Q12 P17 | P18
19 R4 D3 Q17 D16 P3 Q15 Q12 P17 P18 | P16
19 R4 D3 Q17 D16 P3 Q15 Q12 P17 P18 P16 | O18
19 R4 D3 Q17 D16 P3 Q15 Q12 P17 P18 P16 O18 | R17
19 R4 D3 Q17 D16 P3 Q15 Q12 P17 P18 P16 O18 R17 | R18
19 R4 D3 Q17 D16 P3 Q15 Q12 P17 P18 P16 O18 R17 R18 | Q16
19 R4 D3 Q17 D16 P3 Q15 Q12 P17 P18 P16 O18 R17 R18 Q16 | Q18
19 R4 D3 Q17 D16 P3 Q15 Q12 M16 | P15
19 R4 D3 Q17 D16 P3 Q15 Q12 M16 P15 | P14
19 R4 D3 Q17 D16 P3 Q15 Q12 M16 P15 P14 | O15
19 R4 D3 Q17 D16 P3 Q15 Q12 M16 P15 P14 O15 | Q16
19 R4 D3 Q17 D16 P3 Q15 Q12 M16 P15 P14 O15 Q16 | P17
19 R4 D3 Q17 D16 P3 Q15 Q13 | O15
19 R4 D3 Q17 D16 P3 Q15 Q13 O15 | O17
19 R4 D3 Q17 D16 P3 Q15 Q13 O15 O17 | M15
19 R4 D3 Q17 D16 P3 Q15 Q13 O15 O17 M15 | M17
19 R4 D3 Q17 D16 P3 Q15 Q13 O15 O17 M15 M17 | R17
19 R4 D3 Q17 D16 P3 Q15 Q13 O15 O17 M15 M17 R17 | R18
19 R4 D3 Q17 D16 P3 Q15 R13 | R17
19 R4 D3 Q17 D16 P3 Q15 R13 R17 | R18
19 R4 D3 Q17 D16 P3 Q15 R13 R17 R18 | R16
19 R4 D3 Q17 D16 P3 Q15 R13 R17 R18 R16 | N17
19 R4 D3 Q17 D16 P3 Q15 R13 R17 R18 R16 N17 | P13
19 R4 D3 Q17 D16 P3 Q15 R13 R17 R18 R16 N17 P13 | Q13
19 R4 D3 Q17 D16 P3 Q15 D5 | R17
19 R4 D3 Q17 D16 P3 Q15 D5 R17 | C3
19 R4 D3 Q17 D16 P3 Q15 P15 | P14
19 R4 D3 Q17 D16 P3 Q15 P15 P14 | P16
19 R4 D3 Q17 D16 P3 Q15 P15 P14 P16 | Q13
19 R4 D3 Q17 D16 P3 Q15 P15 P14 P16 Q13 | D5
19 R4 D3 Q17 D16 P3 R14 | R16
19 R4 D3 Q17 D16 P3 R14 R16 | Q10
19 R4 D3 Q17 D16 P3 R14 R16 Q10 | R8
19 R4 D3 Q17 D16 P3 R14 R16 Q10 R8 | P14
19 R4 D3 Q17 D16 P3 R14 R16 Q10 R8 P14 | Q13
19 R4 D3 Q17 D16 P3 R14 R16 Q10 R8 P14 Q13 | Q14
19 R4 D3 Q17 D16 P3 R14 R16 Q10 R8 P14 Q13 Q14 | N17
19 R4 D3 Q17 D16 P3 R14 R16 Q10 R8 P14 Q13 Q14 N17 | S10
19 R4 D3 Q17 D16 P3 R14 R16 Q10 R8 P14 Q13 Q14 N17 S10 | D5
19 R4 D3 Q17 D16 P3 R14 R16 Q10 R8 P14 Q13 Q14 N17 S10 D5 | C5
19 R4 D3 Q17 D16 P3 R14 R16 Q10 R8 P14 Q13 Q14 N17 S10 D5 C5 | C6
19 R4 D3 Q17 D16 P3 R14 R16 Q10 R8 P14 Q13 Q14 N17 S10 D5 C5 C6 | C4
19 R4 D3 Q17 D16 P3 R14 R16 Q10 R8 P14 N17 | C9
19 R4 D3 Q17 D16 P3 R14 R16 R11 | C6
19 R4 D3 Q17 D16 P3 R14 R16 R11 C5 | C9
19 R4 D3 Q17 D16 P3 R14 D5 | C5
19 R4 D3 Q17 D16 P3 R14 D5 C5 | D4
19 R4 D3 Q17 D16 P3 R14 D5 C5 D4 | C4
19 R4 D3 Q17 D16 P3 R14 D5 C5 D4 C4 | E3
19 R4 D3 Q17 D16 P3 R14 D5 C5 D4 C4 E3 | C6
19 R4 D3 Q17 D16 P3 R14 D5 C5 D4 C4 E3 C6 | D6
19 R4 D3 Q17 D16 P3 R14 C5 | R17
19 R4 D3 Q17 D16 P3 R14 C5 D8 | C10
19 R4 D3 Q17 D16 P3 R14 C5 D8 C10 | F4
19 R4 D3 Q17 D16 P3 R14 C5 D8 C10 F4 | C14
19 R4 D3 Q17 D16 P3 R14 R12 | R17
19 R4 D3 Q17 D16 P3 R14 R12 R17 | R16
19 R4 D3 Q17 D16 P3 R14 R12 R17 R16 | Q16
19 R4 D3 Q17 D16 P3 R14 R12 R17 R16 Q16 | S17
19 R4 D3 Q17 D16 P3 R14 R12 R17 R16 Q16 S17 | R18
19 R4 D3 Q17 D16 P3 R14 R12 R17 R16 Q16 S17 R18 | Q15
19 R4 D3 Q17 D16 P3 R14 R12 R17 R16 Q16 S17 R18 Q15 | P16
19 R4 D3 Q17 D16 P3 R14 R12 R17 R16 Q16 S17 R18 Q15 P16 | R15
19 R4 D3 Q17 D16 P3 R14 R12 R17 R16 Q16 S17 R18 Q15 P16 R15 | S18
19 R4 D3 Q17 D16 P3 R15 | R11
19 R4 D3 Q17 D16 P3 O4 | P4
19 R4 D3 Q17 D16 P3 O4 P4 | R14
19 R4 D3 Q17 D16 O3 | Q15
19 R4 D3 Q17 D16 O3 Q15 | R15
19 R4 D3 Q17 D16 O3 Q15 R15 | R14
19 R4 D3 Q17 D16 O3 Q15 R15 R14 | R16
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 | Q13
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q13 | O17
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q13 O17 | R9
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q13 O17 R9 | R7
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q13 O17 R9 R7 | P9
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q13 O17 R9 R7 P9 | C14
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q13 O17 R9 R7 P9 C5 | C9
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q13 O17 R9 R7 C5 | R12
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q13 O17 R9 R7 C5 R12 | S13
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q13 O17 R9 R7 C5 R12 S13 | Q10
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q13 O17 R9 R7 C5 R12 S13 Q10 | R10
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q13 O17 R9 R7 C5 R12 S13 Q10 R10 | R11
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q13 O17 R9 R7 C5 R12 S13 Q10 R10 R11 | S11
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q13 O17 R9 R7 C5 R12 S13 Q10 R10 R11 S11 | S12
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q13 O17 R9 R7 C5 R12 S13 Q10 R10 R11 S11 S12 | T12
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q13 O17 R9 R7 C5 R12 S13 Q10 R10 R11 S11 S12 T12 | S10
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q13 O17 R9 R7 C5 R12 S13 Q10 R10 R11 S11 S12 T12 S10 | T11
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q13 O17 R9 R7 C5 R12 S13 Q10 R10 R11 S11 S12 T12 S10 T11 | Q9
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q13 O17 R9 R7 C5 R12 S13 Q10 R10 R11 S11 S12 T12 S10 T11 Q9 | S9
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q13 O17 R9 R7 C5 R12 S13 Q10 R10 R11 S11 S12 T12 S10 T11 Q9 S9 | R8
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q13 O17 R9 R7 C5 R12 S13 Q10 R10 R11 S11 S12 T12 S10 T11 Q9 S9 R8 | S8
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q13 O17 R9 R7 C5 R12 S13 Q10 R10 R11 S11 S12 T12 S10 T11 Q9 S9 R8 S8 | S7
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q13 O17 R9 R7 R3 | Q4
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q14 | O17
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q14 O17 | R10
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q14 O17 R10 | D5
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q14 O17 R10 D5 | C5
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q14 O17 R10 D5 C5 | D4
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q14 O17 R10 D5 C5 D4 | C4
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q14 O17 R10 D5 C5 D4 C4 | E3
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q14 O17 R10 D5 C5 D4 C4 E3 | C6
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q14 O17 R10 D5 C5 D4 C4 E3 C6 | D2
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q14 O17 R10 D5 C5 D4 C4 E3 C6 D2 | C3
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q14 O17 R10 D5 C5 D4 C4 E3 C6 D2 C3 | F4
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q14 O17 R10 D5 C5 D4 C4 E3 C6 D2 C3 F4 | R7
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q14 O17 R10 D5 C5 D4 C4 E3 C6 D2 C3 F4 R7 | C14
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q14 O17 R10 D5 C5 C6 | C4
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q14 O17 R10 D5 C5 C6 C4 | C14
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q14 O17 R10 D5 C5 C6 C4 C14 | F17
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q14 O17 R10 D5 C5 C6 C4 C14 F17 | D6
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q14 O17 R10 D5 C5 C6 C4 C14 F17 D6 | F3
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q14 O17 R10 D5 C5 C6 C4 C14 F17 D6 F3 | D10
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q14 O17 R10 D5 C5 C6 C4 C14 F17 D6 F3 D10 | R7
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q14 O17 R10 D5 C5 C6 C4 C14 F17 D6 F3 D10 R7 | C16
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q14 O17 R10 D5 C5 C6 C4 C14 F17 D6 F3 D10 R7 C16 | C17
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q14 O17 R10 D5 C5 C6 C4 C14 F17 D6 F3 D10 R7 C16 C17 | B17
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q14 O17 R10 D5 C5 C6 C4 C14 F17 D6 F3 D10 R7 C16 C17 B17 | C15
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q14 O17 R10 D5 C5 C6 C4 C14 F17 D6 F3 D10 R7 C16 C17 B17 C15 | B16
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q14 O17 R10 D5 C5 C6 C4 C14 F17 D6 F3 D10 R7 C16 C17 B17 C15 B16 | D15
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q14 O17 R10 D5 C5 C6 C4 C14 F17 D6 F3 D10 R7 C16 C17 B17 C15 B16 D15 | B15
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q14 O17 R10 D5 C5 C6 C4 C14 F17 D6 F3 D10 R7 C16 C17 B17 C15 B16 D15 B15 | D14
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q14 O17 R10 D5 C5 C6 C4 C14 F17 D6 F3 D10 R7 C16 C17 B17 C15 B16 D15 B15 D14 | D13
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q14 O17 R10 D5 C5 C6 C4 C14 F17 D6 F3 D10 R7 C16 C17 B17 C15 B16 D15 B15 D14 D13 | C18
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q14 O17 R10 D5 C5 C6 C4 C14 F17 D6 F3 D10 R7 C16 C17 B17 C15 B16 D15 B15 D14 D13 C18 | E13
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q14 O17 R10 C14 | C12
19 R4 D3 Q17 D16 O3 Q15 R15 Q16 | R16
19 R4 D3 Q17 D16 O3 Q15 R15 Q16 R16 | P17
19 R4 D3 Q17 D16 O3 Q15 R15 Q16 R16 P17 | R14
19 R4 D3 Q17 D16 O3 Q15 Q12 | N16
19 R4 D3 Q17 D16 O3 Q15 Q12 N16 | P15
19 R4 D3 Q17 D16 O3 Q15 Q12 N16 P15 | P14
19 R4 D3 Q17 D16 O3 Q15 Q12 N16 P15 P14 | O15
19 R4 D3 Q17 D16 O3 Q15 Q12 N16 P15 P14 O15 | Q16
19 R4 D3 Q17 D16 O3 Q15 Q12 N16 P15 P14 O15 Q16 | O17
19 R4 D3 Q17 D16 O3 Q15 Q12 N16 P15 P14 O15 Q16 O17 | R17
19 R4 D3 Q17 D16 O3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 | P17
19 R4 D3 Q17 D16 O3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 P17 | O14
19 R4 D3 Q17 D16 O3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 P17 O14 | N15
19 R4 D3 Q17 D16 O3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 P17 O14 N15 | R18
19 R4 D3 Q17 D16 O3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 P17 O14 N15 R18 | Q14
19 R4 D3 Q17 D16 O3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 P17 O14 N15 R18 Q14 | Q13
19 R4 D3 Q17 D16 O3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 P17 O14 N15 R18 Q14 Q13 | R14
19 R4 D3 Q17 D16 O3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 P17 O14 N15 R18 Q14 Q13 R14 | R13
19 R4 D3 Q17 D16 O3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 P17 O14 N15 R18 Q14 Q13 R14 R13 | S15
19 R4 D3 Q17 D16 O3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 P17 O14 N15 R18 Q14 Q13 R14 R13 S15 | R15
19 R4 D3 Q17 D16 O3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 P17 O14 N15 R18 Q14 Q13 R14 R13 S15 R15 | S14
19 R4 D3 Q17 D16 O3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 P17 O14 N15 R18 Q14 Q13 R14 R13 S15 R15 S14 | S13
19 R4 D3 Q17 D16 O3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 P17 O14 N15 R18 Q14 Q13 R14 R13 S15 R15 S14 S13 | S16
19 R4 D3 Q17 D16 O3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 P17 O14 N15 R18 Q14 Q13 R14 R13 S15 R15 S14 S13 S16 | R16
19 R4 D3 Q17 D16 O3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 P17 O14 N15 R18 Q14 Q13 R14 R13 S15 R15 S14 S13 S16 R16 | P13
19 R4 D3 Q17 D16 O3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 P17 O14 N15 R18 Q14 Q13 R14 R13 S15 R15 S14 S13 S16 R16 P13 | S11
19 R4 D3 Q17 D16 O3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 P17 O14 N15 R18 Q14 Q13 R14 R13 S15 R15 S14 S13 S16 R16 P13 S11 | R11
19 R4 D3 Q17 D16 O3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 P17 O14 N15 R18 Q14 Q13 R14 R13 S15 R15 S14 S13 S16 R16 P13 S11 R11 | S12
19 R4 D3 Q17 D16 O3 Q15 Q12 N16 P15 P14 O15 R17 | O17
19 R4 D3 Q17 D16 O3 Q15 Q12 N16 P15 P14 O15 R17 O17 | Q18
19 R4 D3 Q17 D16 O3 Q15 Q12 N16 P15 P14 O15 R17 O17 Q18 | R16
19 R4 D3 Q17 D16 O3 Q15 Q12 N16 P15 P14 O15 R17 O17 Q18 R16 | Q16
19 R4 D3 Q17 D16 O3 Q15 Q12 N16 P15 P14 O15 R17 O17 Q18 R16 Q16 | P17
19 R4 D3 Q17 D16 O3 Q15 Q12 N16 P15 P14 O15 R17 O17 Q18 R16 Q16 P17 | R18
19 R4 D3 Q17 D16 O3 Q15 Q12 N16 P15 P14 O15 R17 O17 Q18 R16 Q16 P17 R18 | Q14
19 R4 D3 Q17 D16 O3 Q15 Q12 N16 P15 P14 O15 R17 O17 Q18 R16 Q16 P17 R18 Q14 | R15
19 R4 D3 Q17 D16 O3 Q15 Q12 N16 P15 P14 O15 R17 O17 Q18 R16 Q16 P17 R18 Q14 R15 | R14
19 R4 D3 Q17 D16 O3 Q15 Q12 N16 P15 P14 O15 R17 O17 Q18 R16 Q16 P17 R18 Q14 R15 R14 | J16
19 R4 D3 Q17 D16 O3 Q15 Q12 N16 P15 P14 O15 R17 O17 Q18 R16 Q16 P17 R18 Q14 R15 R14 J16 | N13
19 R4 D3 Q17 D16 O3 Q15 Q12 P17 | P18
19 R4 D3 Q17 D16 O3 Q15 Q12 P17 P18 | P16
19 R4 D3 Q17 D16 O3 Q15 Q12 P17 P18 P16 | O18
19 R4 D3 Q17 D16 O3 Q15 Q12 P17 P18 P16 O18 | R17
19 R4 D3 Q17 D16 O3 Q15 Q12 O15 | O17
19 R4 D3 Q17 D16 O3 Q15 Q12 O15 O17 | M15
19 R4 D3 Q17 D16 O3 Q15 R13 | R17
19 R4 D3 Q17 D16 O3 Q15 R13 R17 | R18
19 R4 D3 Q17 D16 O3 Q15 R13 R17 R18 | R16
19 R4 D3 Q17 D16 O3 R14 | R16
19 R4 D3 Q17 D16 O3 R14 R16 | Q10
19 R4 D3 Q17 D16 O3 R14 R16 Q10 | R8
19 R4 D3 Q17 D16 O3 R14 R16 Q10 R8 | P14
19 R4 D3 Q17 D16 O3 R14 R16 Q10 R8 P14 | Q13
19 R4 D3 Q17 D16 O3 R14 R16 Q10 R8 P14 Q13 | Q14
19 R4 D3 Q17 D16 O3 R14 R16 Q10 R8 P14 Q13 Q14 | N17
19 R4 D3 Q17 D16 O3 R14 R16 Q10 R8 P14 Q13 Q14 N17 | S10
19 R4 D3 Q17 D16 O3 R14 R16 Q10 R8 P14 Q13 Q14 N17 S10 | C14
19 R4 D3 Q17 D16 O3 R14 R16 Q10 R8 P14 Q13 Q14 N17 C5 | R11
19 R4 D3 Q17 D16 O3 R14 R16 Q10 R8 P14 Q13 Q14 N17 C5 R11 | Q11
19 R4 D3 Q17 D16 O3 R14 R16 Q10 R8 P14 Q13 Q14 N17 C5 R11 Q11 | R10
19 R4 D3 Q17 D16 O3 R14 R16 Q10 R8 P14 Q13 Q14 N17 C5 R11 Q11 R10 | Q9
19 R4 D3 Q17 D16 O3 R14 R16 Q10 R8 P14 Q13 Q14 N17 C5 R11 Q11 R10 Q9 | R9
19 R4 D3 Q17 D16 O3 R14 R16 Q10 R8 P14 Q13 Q14 N17 C5 R11 Q11 R10 Q9 R9 | Q12
19 R4 D3 Q17 D16 O3 R14 R16 Q10 R8 P14 N17 | P8
19 R4 D3 Q17 D16 O3 R14 R16 Q10 R8 P14 N17 P8 | Q12
19 R4 D3 Q17 D16 O3 R14 R16 R11 | R9
19 R4 D3 Q17 D16 C14 | F17
19 R4 D3 Q17 D16 C14 F17 | C5
19 R4 D3 Q17 D16 C14 F17 C5 | E4
19 R4 D3 Q17 D16 C14 F17 D5 | C5
19 R4 D3 Q17 D16 C14 F17 D5 C5 | C6
19 R4 D3 Q17 D16 C14 F17 D5 C5 C6 | C4
19 R4 D3 Q17 D16 C14 F17 C6 | C4
19 R4 D3 Q17 D16 C14 F17 C6 C4 | D10
19 R4 D3 Q17 D16 C14 C12 | C6
19 R4 D3 Q17 D16 P4 | Q15
19 R4 D3 Q17 D16 P4 Q15 | Q12
19 R4 D3 Q17 D16 P4 Q15 Q12 | N16
19 R4 D3 Q17 D16 P4 Q15 Q12 N16 | P15
19 R4 D3 Q17 D16 P4 Q15 Q12 N16 P15 | P14
19 R4 D3 Q17 D16 P4 Q15 Q12 N16 P15 P14 | O15
19 R4 D3 Q17 D16 D6 | F4
19 R4 D3 Q17 D16 D6 F4 | O3
19 R4 D3 Q17 D16 F17 | C14
19 R4 D3 Q17 D16 F17 C14 | D5
19 R4 D3 Q17 D16 F17 C14 D5 | C5
19 R4 D3 Q17 D16 F17 C14 D5 C5 | D4
19 R4 D3 Q17 D16 F17 C14 D5 C5 D4 | C4
19 R4 D3 Q17 D16 F17 C14 D5 C5 D4 C4 | E3
19 R4 D3 Q17 D16 F17 C14 D5 C5 D4 C4 E3 | C6
19 R4 D3 Q17 D16 F17 C14 D5 C5 D4 C4 E3 C6 | D6
19 R4 D3 Q17 D16 F17 C14 D5 C5 D4 C4 E3 C6 D6 | D7
19 R4 D3 Q17 D16 F17 C14 D5 C5 D4 C4 E3 C6 D6 D7 | C3
19 R4 D3 Q17 D16 F17 C14 D5 C5 D4 C4 E3 C6 D6 D7 C3 | D2
19 R4 D3 Q17 D16 F17 C14 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 | B3
19 R4 D3 Q17 D16 F17 C14 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 | C2
19 R4 D3 Q17 D16 F17 C14 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 | C7
19 R4 D3 Q17 D16 F17 C14 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 C7 | C8
19 R4 D3 Q17 D16 F17 C14 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 C7 C8 | B2
19 R4 D3 Q17 D16 F17 C14 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 C7 C8 B2 | E2
19 R4 D3 Q17 D16 F17 C14 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 C7 C8 B2 E2 | B7
19 R4 D3 Q17 D16 F17 C14 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 C7 C8 B2 E2 B7 | B6
19 R4 D3 Q17 D16 F17 C14 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 C7 C8 B2 E2 B7 B6 | B8
19 R4 D3 Q17 D16 F17 C14 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 C7 C8 B2 E2 B7 B6 B8 | B4
19 R4 D3 Q17 D16 F17 C14 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 C7 C8 B2 E2 B7 B6 B8 B4 | F3
19 R4 D3 Q17 D16 C6 | Q15
19 R4 D3 Q17 D16 C6 Q15 | C3
19 R4 D3 Q17 D17 | D5
19 R4 D3 Q17 D17 D5 | C5
19 R4 D3 Q17 D17 D5 C5 | D4
19 R4 D3 Q17 D17 D5 C5 D4 | C4
19 R4 D3 Q17 D17 D5 C5 D4 C4 | E3
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 | C6
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 C6 | D2
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 C6 D2 | C3
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 C6 D2 C3 | L3
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 C6 D2 C3 L3 | Q15
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 C6 D2 C3 L3 Q15 | Q12
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 C6 D2 C3 L3 Q15 Q12 | F5
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 C6 D2 C3 L3 Q15 Q12 F5 | F4
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 C6 D2 C3 L3 Q15 Q13 | O15
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 C6 D2 C3 L3 Q15 Q13 O15 | O17
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 C6 D2 C3 K3 | P3
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 C6 D2 C3 K3 P3 | N3
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 C6 D6 | D7
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 C6 D6 D7 | C3
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 C6 D6 D7 C3 | D2
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 | B3
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 | C2
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 | C7
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 C7 | C8
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 C7 C8 | B2
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 C7 C8 B2 | E2
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 C7 C8 B2 E2 | B7
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 C7 C8 B2 E2 B7 | B6
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 C7 C8 B2 E2 B7 B6 | B8
